NAME	SCORE	TMHMM	TMBB	PROSITE	CDD
NP_415098.1 DNA-binding transcriptional activator EnvY	0%	0:No	No	PS01124:27.044:['transport', 'porin']:['enzyme']	PRK09978 superfamily:3.1387e-41:[]:[]
NP_415099.1 DUF4434 domain-containing protein YbcH	0%	1:Yes	No		PRK09936:1.1108e-161:[]:[]
NP_415100.1 bacteriophage N4 receptor, outer membrane protein	0%	0:No	No	PS50005:5.015:['transport', 'channel']:['transferase']; PS50005:10.296:['transport', 'channel']:['transferase']; PS50293:14.111:['transport', 'channel']:['transferase']; PS50005:5.576:['transport', 'channel']:['transferase']	PRK09782:0.0:[]:[]
NP_415103.1 DNA-binding transcriptional activator CusR	0%	0:No	No	PS50110:39.669:[]:['transfer']; PS51755:44.23:[]:[]	PRK09836:9.14852e-165:[]:[]
NP_415105.1 copper/silver export system periplasmic binding protein	0%	0:No	No		PRK09838:1.38354e-59:[]:[]
NP_415110.1 NAD(P)H nitroreductase NfsB	0%	0:No	No		PRK11053:6.08866e-153:[]:[]
NP_415111.1 PF04237 family protein YbdF	0%	0:No	No		PRK10250:5.02098e-90:[]:[]
NP_415112.1 DUF1158 domain-containing protein YbdJ	0%	2:Yes	No	PS51257:5.0:['transport']:[]	DUF1158:3.69948e-25:[]:[]
NP_415113.1 carboxylate-amine ligase	0%	0:No	No		PRK13516:0.0:[]:[]
NP_415114.1 IS186/IS421 transposase	0%	0:No	No		transpos_IS4_1 superfamily:4.28392e-37:[]:[]
NP_415115.2 phosphopantetheinyl transferase EntD	0%	0:No	No		PRK10251:6.8768e-145:[]:[]
NP_415117.2 enterochelin esterase	0%	0:No	No		PRK10439:0.0:[]:[]
NP_415120.1 ferric enterobactin ABC transporter ATP binding subunit	0%	0:No	No	PS50893:23.65:['transport', 'channel', 'import', 'export']:[]	PRK10253:0.0:[]:[]
NP_415125.1 isochorismate synthase EntC	0%	0:No	No		PRK15016:0.0:[]:[]
NP_415129.1 proofreading thioesterase in enterobactin biosynthesis	0%	0:No	No		PRK10254:1.79693e-101:[]:[]
NP_415133.1 methionine-oxo-acid transaminase, PLP-dependent	0%	0:No	No		PRK09082:0.0:[]:[]
NP_415134.1 ParB-like nuclease domain-containing protein YbdM	0%	0:No	No		IbrB_like:9.44683e-50:[]:[]
NP_415135.1 putative PAPS reductase/DUF3440 domain-containing protein YbdN	0%	0:No	No		YbdN:0.0:[]:[]
NP_415137.2 protein sulfenic acid reductase DsbG	0%	0:No	No		dsbG:4.73436e-157:[]:[]
NP_415138.1 alkyl hydroperoxide reductase, AhpC component	0%	0:No	No	PS51352:15.275:[]:['enzyme', 'transferase']	PRK10382:9.56017e-149:[]:[]
NP_415140.1 universal stress protein G	0%	0:No	No		PRK15456:8.10356e-90:[]:[]
NP_415141.1 putative Zn(2(+))-dependent alcohol dehydrogenase YbdR	0%	0:No	No		FDH_like_1:0.0:[]:[]
NP_415144.1 RNase I	0%	0:No	No		PRK10095:0.0:[]:[]
NP_415146.1 triphosphoribosyl-dephospho-CoA synthase	0%	0:No	No		citG:0.0:[]:[]
NP_415147.1 apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	0%	0:No	No		CitX:3.94705e-107:['transport']:['transferase']
NP_415151.4 citrate lyase synthetase	0%	0:No	No	PS51186:11.231:[]:['transfer']	CitC:0.0:[]:[]
NP_415153.1 DNA-binding transcriptional dual regulator DpiA	0%	0:No	No	PS50110:31.098:[]:['transfer']	dpiA:1.41844e-175:[]:[]
NP_415155.1 Lipid IVA palmitoyltransferase	0%	0:No	No		pagP:1.14593e-119:[]:[]
NP_415161.1 lipoyl synthase	0%	0:No	No	PS51918:28.878:[]:[]	PRK05481:0.0:[]:[]
NP_415163.2 lipoyl(octanoyl) transferase	0%	0:No	No	PS51733:61.661:[]:['enzyme']	PRK14342:6.78618e-158:[]:['transferase']
NP_415164.1 DUF493 domain-containing protein YbeD	0%	0:No	No		PRK04998:1.25686e-60:[]:[]
NP_415165.1 D-alanyl-D-alanine carboxypeptidase DacA	0%	0:No	No		PRK10793:0.0:[]:[]
NP_415168.1 peptidoglycan DD-transpeptidase MrdA	0%	1:Yes	No		PRK10795:0.0:[]:[]
NP_415169.1 23S rRNA m(3)psi1915 methyltransferase	0%	0:No	No		tRNA_RlmH_YbeA:5.72148e-104:[]:[]
NP_415170.4 ribosomal silencing factor RsfS	0%	0:No	No		PRK11538:2.36263e-70:[]:[]
NP_415171.1 putative adenosylcobalamin phosphatase/alpha-ribazole phosphatase	0%	0:No	No		PRK15004:1.15902e-140:[]:[]
NP_415172.1 nicotinate-mononucleotide adenylyltransferase	0%	0:No	No		nadD:1.21711e-90:[]:[]
NP_415173.1 DNA polymerase III subunit delta	0%	0:No	No		holA:1.24417e-145:[]:[]
NP_415174.1 lipopolysaccharide assembly protein LptE	0%	0:No	No	PS51257:5.0:['transport']:[]	PRK10796:5.59691e-116:[]:[]
NP_415175.1 leucine--tRNA ligase	0%	0:No	No		leuS:0.0:[]:[]
NP_415176.1 DUF1451 domain-containing protein YbeL	0%	0:No	No		PRK11032:2.98509e-114:[]:[]
NP_415177.4 Sel1 repeat-containing protein YbeQ	0%	0:No	No		TPR:4.52325e-57:[]:[]; SEL1:0.00217668:[]:[]
NP_415178.1 DUF1266 domain-containing protein YbeR	0%	0:No	No		DUF1266:2.73095e-47:[]:[]
NP_415179.1 putative chaperone	0%	0:No	No	PS50076:9.418:['import']:[]	DnaJ:5.66021e-06:[]:[]
NP_415180.1 Sel1 repeat-containing protein YbeT	0%	0:No	No		TPR:1.77574e-28:[]:[]
NP_415181.1 DUF1266 domain-containing protein YbeU	0%	0:No	No		DUF1266:2.05239e-46:[]:[]
NP_415182.1 co-chaperone DjlC	0%	0:No	No		
NP_415188.1 glutamate/aspartate ABC transporter periplasmic binding protein	0%	0:No	No		PRK10797:0.0:[]:[]
NP_415189.1 IS5 transposase and trans-activator	0%	0:No	No		transpos_IS5_4:8.96813e-128:[]:[]
NP_415191.1 CorC-HlyC family protein YbeX	0%	0:No	No	PS51371:11.307:['transport', 'channel']:['enzyme']; PS51371:11.858:['transport', 'channel']:['enzyme']	PRK15094:0.0:[]:[]
NP_415192.1 endoribonuclease YbeY	0%	0:No	No		PRK00016:1.6039e-61:[]:[]
NP_415193.2 PhoH-like protein	0%	0:No	No		PhoH:8.95994e-157:[]:[]
NP_415194.1 isopentenyl-adenosine A37 tRNA methylthiolase	0%	0:No	No	PS51449:41.299:[]:['enzyme']; PS51918:37.881:[]:[]; PS50926:19.06:[]:[]	PRK14325:0.0:[]:[]
NP_415195.1 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	0%	0:No	No		ubiF:0.0:[]:[]
NP_415200.1 asparagine synthetase B	0%	0:No	No	PS51278:35.937:[]:['transfer', 'enzyme']	asnB:0.0:[]:[]
NP_415201.1 UMP phosphatase	0%	0:No	No		PRK10444:0.0:[]:[]
NP_415202.1 DNA-binding transcriptional dual regulator NagC	0%	0:No	No		ROK:1.12499e-122:[]:[]; HTH superfamily:1.90121e-05:[]:[]
NP_415204.1 glucosamine-6-phosphate deaminase	0%	0:No	No		nagB:0.0:[]:[]
NP_415206.1 glutamine--tRNA ligase	0%	0:No	No		PRK05347:0.0:[]:[]
NP_415208.1 lipoprotein ChiQ	0%	0:No	No	PS51257:6.0:['transport']:[]	YbfN:2.86514e-48:[]:[]
NP_415209.1 DNA-binding transcriptional dual regulator Fur	0%	0:No	No		fur:4.42851e-108:[]:[]
NP_415210.1 flavodoxin 1	0%	0:No	No	PS50902:30.325:[]:['transfer']	PRK09267:1.12128e-112:[]:[]
NP_415212.1 esterase	0%	0:No	No		PRK10673:0.0:[]:[]
NP_415213.1 SeqA, negative modulator of initiation of replication	0%	0:No	No		PRK11187:1.0901e-128:[]:[]
NP_415215.1 lipoprotein YbfP	0%	0:No	No	PS51257:6.0:['transport']:[]	
NP_415220.1 ornithine decarboxylase, degradative	0%	0:No	No		PRK13578:0.0:[]:[]
NP_415222.1 DNA-binding transcriptional activator KdpE	0%	0:No	No	PS50110:43.019:[]:['transfer']; PS51755:39.253:[]:[]	PRK10529:7.99914e-170:[]:[]
NP_415228.1 DUF2517 domain-containing protein YbfA	0%	1:Yes	No		DUF2517:6.81971e-30:[]:[]
NP_415229.1 rhs element protein RhsC	0%	0:No	No		RhsA:2.9823e-172:[]:[]; PAAR_like superfamily:7.91169e-08:[]:[]; RHS_repeat:3.04515e-05:[]:[]; RHS_repeat:6.05517e-05:[]:[]
NP_415232.1 uncharacterized protein YbfC	0%	0:No	No		
NP_415234.1 H repeat-associated putative transposase YbfD	0%	0:No	No		transpos_ISAs1 superfamily:9.5708e-117:[]:[]
NP_415235.1 DUF1722 domain-containing protein YbgA	0%	0:No	No		PRK10167:3.28683e-102:[]:[]
NP_415236.1 deoxyribodipyrimidine photolyase (photoreactivation)	0%	0:No	No	PS51645:36.346:[]:['transfer']	PRK10674:0.0:[]:[]
NP_415238.1 radiation resistance protein YbgI	0%	0:No	No		PRK10799:0.0:[]:[]
NP_415240.1 5-oxoprolinase component C	0%	0:No	No		urea_amlyse_rel:0.0:[]:[]
NP_415242.1 endonuclease VIII	0%	0:No	No	PS51068:14.52:[]:[]; PS51066:12.305:[]:[]	PRK10445:0.0:[]:[]
NP_415244.4 putative fimbrial protein YbgO	0%	0:No	No		Fimbrial superfamily:1.89062e-06:[]:[]
NP_415245.1 putative fimbrial chaperone YbgP	0%	0:No	No	PS51257:5.0:['transport']:[]	FimC:1.61201e-76:[]:[]
NP_415248.1 citrate synthase	0%	0:No	No		gltA:0.0:[]:[]
NP_415249.1 succinate:quinone oxidoreductase, membrane protein SdhC	0%	2:Yes	No		sdhC:5.57647e-81:[]:[]
NP_415251.1 succinate:quinone oxidoreductase, FAD binding protein	0%	0:No	No		sdhA:0.0:[]:[]
NP_415252.1 succinate:quinone oxidoreductase, iron-sulfur cluster binding protein	0%	0:No	No	PS51085:9.0:[]:['transfer']; PS51379:7.542:[]:['transfer', 'enzyme']	sdhB:9.16548e-171:[]:[]
NP_415254.1 subunit of E1(0) component of 2-oxoglutarate dehydrogenase	0%	0:No	No		sucA:0.0:[]:[]
NP_415258.1 DNA-binding transcriptional repressor MngR	0%	0:No	No	PS50949:25.971:['transport', 'import']:['transfer']	PRK09764:1.51476e-167:[]:[]
NP_415260.1 alpha-mannosidase	0%	0:No	No		PRK09819:0.0:[]:[]
NP_415263.1 cyd operon protein YbgE	0%	2:Yes	No	PS51257:5.0:['transport']:[]	PRK10588:5.51139e-55:[]:[]
NP_415264.1 esterase/thioesterase	0%	0:No	No		PRK10800:2.41494e-90:[]:[]
NP_415271.1 quinolinate synthase	0%	0:No	No		PRK09375:0.0:[]:[]
NP_415275.1 3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive	0%	0:No	No		PRK09261:0.0:[]:[]
NP_415276.1 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	0%	0:No	No		gpmA:0.0:[]:[]
NP_415277.1 galactose-1-epimerase	0%	0:No	No		galM:0.0:[]:[]
NP_415278.1 galactokinase	0%	0:No	No		PRK05101:0.0:[]:[]
NP_415279.1 galactose-1-phosphate uridylyltransferase	0%	0:No	No		PRK11720:0.0:[]:[]
NP_415280.3 UDP-glucose 4-epimerase	0%	0:No	No		PRK10675:0.0:[]:[]
NP_415287.1 pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase	0%	0:No	No		PRK10530:0.0:[]:[]
NP_415288.1 6-phosphogluconolactonase	0%	0:No	No		PRK11028:0.0:[]:[]
NP_415292.2 putative hydratase YbhJ	0%	0:No	No		PRK11413:0.0:[]:[]
NP_415293.1 outer membrane lipoprotein YhbC	0%	0:No	No		PRK10531:0.0:[]:[]
NP_415294.1 putative kinase inhibitor	0%	0:No	No		PRK10257:7.48873e-123:[]:[]
NP_415295.1 adenosylmethionine-8-amino-7-oxononanoate aminotransferase	0%	0:No	No		PRK07986:0.0:[]:[]
NP_415296.1 biotin synthase	0%	0:No	No	PS51918:32.987:[]:[]	PRK15108:0.0:[]:[]
NP_415298.1 malonyl-acyl carrier protein methyltransferase	0%	0:No	No		PRK10258:6.67669e-170:[]:[]
NP_415300.1 excision nuclease subunit B	0%	0:No	No	PS51192:14.451:[]:['enzyme']; PS51194:22.285:[]:['enzyme']; PS50151:12.195:[]:[]	PRK05298:0.0:[]:[]
NP_415302.1 GTP 3',8'-cyclase	0%	0:No	No	PS51918:28.52:[]:[]	moaA:0.0:[]:[]
NP_415303.1 MoaB protein	0%	0:No	No		moaB_proteo:8.36464e-110:[]:[]
NP_415304.1 cyclic pyranopterin monophosphate synthase	0%	0:No	No		moaC:1.19815e-107:[]:[]
NP_415305.1 molybdopterin synthase sulfur carrier subunit	0%	0:No	No		moaD:2.88629e-55:[]:[]
NP_415306.1 molybdopterin synthase catalytic subunit	0%	0:No	No		moaE:2.84075e-118:[]:[]
NP_415310.1 cardiolipin synthase B	0%	0:No	No	PS50035:13.87:['transport']:['transfer', 'enzyme']; PS50035:10.9:['transport']:['transfer', 'enzyme']	PRK11263:0.0:[]:[]
NP_415311.1 endonuclease/exonuclease/phosphatase domain-containing protein YbhP	0%	0:No	No		ElsH:1.16703e-101:[]:[]
NP_415315.4 putative ABC exporter ATP binding subunit	0%	0:No	No	PS50893:19.721:['transport', 'channel', 'import', 'export']:[]; PS50893:21.989:['transport', 'channel', 'import', 'export']:[]	ABC2_perm_RbbA superfamily:5.79475e-155:[]:[]
NP_415317.4 DNA-binding transcriptional dual regulator CecR	0%	0:No	No	PS50977:16.481:['transport', 'pump', 'export']:[]	PRK11552:1.46827e-153:[]:[]
NP_415318.1 ATP-dependent RNA helicase RhlE	0%	0:No	No	PS51195:13.479:['transport']:['enzyme']; PS51192:32.641:[]:['enzyme']; PS51194:22.708:[]:['enzyme']	PRK10590:0.0:[]:[]
NP_415320.1 ATP-dependent DNA helicase DinG	0%	0:No	No	PS51193:46.323:[]:['enzyme']	dinG:0.0:[]:[]
NP_415321.1 nonspecific DNA-binding protein YbiB	0%	0:No	No		PRK08136:0.0:[]:['transferase']
NP_415322.1 hydroxycarboxylate dehydrogenase B	0%	0:No	No		PRK10098:0.0:[]:[]
NP_415324.1 zinc finger domain-containing protein YbiI	0%	0:No	No	PS51128:16.272:[]:[]	PRK11019:8.3676e-58:[]:[]
NP_415325.4 PKHD-type hydroxylase YbiX	0%	0:No	No	PS51471:16.242:[]:['enzyme']	PRK05467:2.66763e-143:[]:[]
NP_415328.4 23S rRNA m(6)A1618 methyltransferase	0%	0:No	No		PRK11727:0.0:[]:[]
NP_415330.1 L-glutamine ABC transporter ATP binding subunit	0%	0:No	No	PS50893:32.426:['transport', 'channel', 'import', 'export']:[]	glnQ:0.0:[]:[]
NP_415332.1 L-glutamine ABC transporter periplasmic binding protein	0%	0:No	No		glnH:4.20054e-178:[]:[]
NP_415333.1 stationary phase nucleoid protein that sequesters iron and protects DNA from damage	0%	0:No	No		PRK09448:2.25997e-110:[]:[]
NP_415338.1 DNA-binding transcriptional dual regulator MntR	0%	0:No	No	PS50944:20.89:['transport', 'import']:[]	PRK11050:5.42921e-92:[]:[]
NP_415340.1 L,D-transpeptidase YbiS	0%	1:Yes	No		PRK10260:0.0:[]:[]
NP_415341.1 ABC transporter ATP-binding protein YbiT	0%	0:No	No	PS50893:17.014:['transport', 'channel', 'import', 'export']:[]; PS50893:15.039:['transport', 'channel', 'import', 'export']:[]	PRK15064:0.0:[]:[]
NP_415342.1 DUF1479 domain-containing protein YbiU	0%	0:No	No		DUF1479:0.0:[]:[]
NP_415344.1 putative pyruvate formate lyase	0%	0:No	No	PS51554:199.576:[]:[]; PS51149:36.534:[]:['enzyme']	PFL2-3:0.0:[]:['enzyme']
NP_415345.2 putative pyruvate formate-lyase activating enzyme YbiY	0%	0:No	No	PS51918:18.471:[]:[]	PFLE_PFLC:8.77475e-145:[]:['enzyme']
NP_415351.1 glutathione ABC transporter periplasmic binding protein	0%	0:No	No	PS51257:6.0:['transport']:[]	PRK15413:0.0:[]:[]
NP_415356.1 ribosomal protein S12 methylthiotransferase RimO	0%	0:No	No	PS51449:30.237:[]:['enzyme']; PS51918:39.83:[]:[]; PS50926:12.749:[]:[]	rimO:0.0:[]:[]
NP_415357.1 regulator of biofilm formation	0%	0:No	No		YliH:4.33878e-77:[]:[]
NP_415358.1 aldose sugar dehydrogenase YliI	0%	0:No	No		GSDH:0.0:[]:[]
NP_415359.4 glutathione S-transferase GstB	0%	0:No	No	PS50404:18.668:[]:[]; PS50405:20.382:[]:[]	GstA:1.11857e-48:[]:[]
NP_415360.1 D-alanyl-D-alanine carboxypeptidase DacC	0%	0:No	No		PRK10001:0.0:[]:[]
NP_415361.1 DNA-binding transcriptional repressor DeoR	0%	0:No	No	PS51000:13.384:['transport']:['transfer']	PRK10681:0.0:[]:[]
NP_415367.1 DNA-binding transcriptional regulator RcdA	0%	0:No	No	PS50977:17.73:['transport', 'pump', 'export']:[]	YbjK:3.18795e-98:[]:[]
NP_415370.1 reduced glutaredoxin 1	0%	0:No	No	PS51354:14.528:['carrier']:['enzyme']	grxA:5.45979e-58:[]:[]
NP_415372.1 NADPH-dependent nitroreductase NfsA	0%	0:No	No		PRK10765:1.78717e-176:[]:[]
NP_415374.1 protein YbjN	0%	0:No	No		YbjN:6.56966e-17:[]:[]
NP_415375.1 putrescine ABC transporter periplasmic binding protein	0%	0:No	No		PRK10682:0.0:[]:[]
NP_415376.4 putrescine ABC transporter ATP binding subunit	0%	0:No	No	PS50893:31.433:['transport', 'channel', 'import', 'export']:[]	potG:0.0:[]:[]
NP_415380.1 23S rRNA m(5)U747 methyltransferase	0%	0:No	No	PS51687:72.757:[]:['transfer']	meth_trns_rumB:0.0:[]:[]
NP_415384.1 putative ABC transporter periplasmic binding protein ArtI	0%	0:No	No		PRK15007:0.0:[]:[]
NP_415385.1 L-arginine ABC transporter ATP binding subunit	0%	0:No	No	PS50893:27.758:['transport', 'channel', 'import', 'export']:[]	artP:0.0:[]:[]
NP_415386.1 DUF3828 domain-containing lipoprotein YbjP	0%	0:No	No	PS51257:6.0:['transport']:[]	PRK10533:3.65502e-134:[]:[]
NP_415388.1 N-acetylmuramoyl-L-alanine amidase D	0%	0:No	No	PS51257:6.0:['transport']:[]	AmpD:9.34691e-113:[]:[]
NP_415389.2 putative NAD(P)H-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain	0%	0:No	No		WcaG:1.08004e-57:[]:[]
NP_415392.1 pyruvate oxidase	0%	0:No	No		PRK09124:0.0:[]:[]
NP_415393.1 NADH oxidoreductase	0%	0:No	No	PS51384:14.321:['transport', 'carrier']:['transfer', 'enzyme']; PS51085:10.78:[]:['transfer']	PRK10684:0.0:[]:[]
NP_415394.4 protein S-nitrosylase	0%	0:No	No		PRK05290:0.0:[]:[]
NP_415397.1 DUF2813 domain-containing protein YbjD	0%	0:No	No	PS50880:9.864:[]:[]	YbjD:0.0:[]:[]
NP_415398.1 DUF535 domain-containing protein YbjX	0%	0:No	No		DUF535:1.64117e-135:[]:[]
NP_415401.1 DNA replication inhibitor	0%	0:No	No	PS51857:34.128:[]:[]	S1_like superfamily:1.83759e-52:[]:[]
NP_415402.1 specificity factor for ClpA-ClpP chaperone-protease complex	0%	0:No	No		clpS:2.30066e-50:[]:[]
NP_415403.1 ATP-dependent Clp protease ATP-binding subunit ClpA	0%	0:No	No	PS51903:30.827:[]:[]	clpA:0.0:[]:[]
NP_415404.1 translation initiation factor IF-1	0%	0:No	No	PS50832:26.725:['export']:[]	infA:3.74504e-48:[]:[]
NP_415405.1 leucyl/phenylalanyl-tRNA--protein transferase	0%	0:No	No		aat:4.85897e-143:[]:['transferase']
NP_415408.1 thioredoxin reductase	0%	0:No	No		PRK10262:0.0:[]:[]
NP_415409.1 DNA-binding transcriptional dual regulator Lrp	0%	0:No	No	PS50956:37.884:['transport']:[]	PRK11169:6.86979e-115:[]:[]
NP_415411.2 outer membrane lipoprotein carrier protein	0%	0:No	No		lolA:2.53785e-136:[]:[]
NP_415412.1 recombination factor	0%	0:No	No		PRK13342:0.0:[]:[]
NP_415413.1 serine--tRNA ligase	0%	0:No	No	PS50862:22.29:[]:['transfer', 'enzyme']	PRK05431:0.0:[]:[]
NP_415414.4 dimethyl sulfoxide reductase subunit A	0%	0:No	No	PS51318:9.112:['transport', 'import', 'export']:[]; PS51669:22.951:['transport']:['enzyme']	PRK14990:0.0:[]:[]
NP_415415.1 dimethyl sulfoxide reductase subunit B	0%	0:No	No	PS51379:8.054:[]:['transfer', 'enzyme']; PS51379:7.592:[]:['transfer', 'enzyme']; PS51379:10.835:[]:['transfer', 'enzyme']	DMSO_dmsB:1.58215e-99:[]:['enzyme']
NP_415417.1 putative hydrolase	0%	0:No	No		YcaC_related:5.28677e-70:[]:[]
NP_415421.1 putative NAD(P)H-dependent oxidoreductase YcaK	0%	0:No	No		PRK09739:1.43348e-124:[]:[]
NP_415422.1 pyruvate formate-lyase activating enzyme	0%	0:No	No	PS51918:20.519:[]:[]	pflA:0.0:[]:[]
NP_415423.1 pyruvate formate-lyase	0%	0:No	No	PS51554:140.858:[]:[]; PS51149:36.867:[]:['enzyme']	PFL1:0.0:[]:[]
NP_415425.4 ribosomal protein S12 methylthiotransferase accessory factor YcaO	0%	0:No	No	PS51664:52.089:[]:[]	TIGR00702:0.0:[]:[]; YcaO_C:2.91066e-82:[]:[]
NP_415426.1 DUF421 domain-containing protein YcaP	0%	2:Yes	No		YcaP:8.07334e-74:[]:[]
NP_415427.1 phosphoserine/phosphohydroxythreonine aminotransferase	0%	0:No	No		PRK05355:0.0:[]:[]
NP_415432.1 integration host factor subunit beta	0%	0:No	No		ihfB:3.63337e-66:[]:[]
NP_415436.1 winged helix DNA-binding domain-containing protein YcaQ	0%	0:No	No		YcaQ:0.0:[]:[]
NP_415437.1 UPF0434 family protein YcaR	0%	0:No	No		PRK11827:2.36396e-39:[]:[]
NP_415438.1 3-deoxy-manno-octulosonate cytidylyltransferase	0%	0:No	No		PRK05450:1.76483e-160:[]:[]
NP_415439.1 putative phosphotransferase YcbJ	0%	0:No	No		PRK10593:0.0:[]:[]
NP_415441.1 tRNA cmo(5)U34 methyltransferase	0%	0:No	No		PRK11036:0.0:[]:[]
NP_415442.1 chromosome partitioning protein MukF	0%	0:No	No		PRK05260:0.0:[]:[]
NP_415443.2 chromosome partitioning protein MukE	0%	0:No	No		PRK05256:9.04908e-173:[]:[]
NP_415444.1 chromosome partitioning protein MukB	0%	0:No	No		MukB:0.0:[]:[]
NP_415445.1 L,D-transpeptidase LdtD	0%	0:No	No		PRK10594:0.0:[]:[]
NP_415446.1 DUF882 domain-containing protein YcbK	0%	1:Yes	No	PS51318:8.12:['transport', 'import', 'export']:[]	YcbK:1.78383e-102:[]:[]
NP_415447.1 hydroxyacylglutathione hydrolase GloC	0%	0:No	No		YcbL-like_MBL-fold:1.19797e-130:[]:[]
NP_415450.1 asparagine--tRNA ligase	0%	0:No	No	PS50862:18.401:[]:['transfer', 'enzyme']	asnC:0.0:[]:[]
NP_415451.1 nicotinate phosphoribosyltransferase	0%	0:No	No		PRK05321:0.0:[]:[]
NP_415452.1 aminopeptidase N	0%	0:No	No		pepN:0.0:[]:[]
NP_415457.1 NADPH-dependent FMN reductase	0%	0:No	No		PRK10569:3.94099e-121:[]:[]
NP_415459.1 putative fimbrial chaperone ElfD	0%	0:No	No	PS51257:6.0:['transport']:[]	FimC:4.55902e-73:[]:[]
NP_415466.4 cell division protein ZapC	0%	0:No	No		ZapC:2.01064e-90:[]:[]
NP_415467.1 6-N-hydroxylaminopurine resistance protein	0%	0:No	No	PS51340:40.749:[]:[]; PS51085:9.917:[]:['transfer']	YcbX:3.09521e-151:[]:[]; Fdx:1.12104e-19:[]:[]
NP_415468.1 fused 23S rRNA m(2)G2445 methyltransferase and 23S rRNA m(7)G2069 methyltransferase	0%	0:No	No	PS51165:26.201:[]:[]	rlmL:0.0:[]:[]
NP_415469.1 ATP-binding protein with possible role in replication	0%	0:No	No	PS50893:17.087:['transport', 'channel', 'import', 'export']:[]; PS50893:16.96:['transport', 'channel', 'import', 'export']:[]	PRK11147:0.0:[]:[]
NP_415472.2 intermembrane transport lipoprotein PqiC	0%	0:No	No	PS51257:6.0:['transport']:[]	pqiC:1.69336e-117:[]:[]
NP_415473.1 ribosome modulation factor	0%	0:No	No		PRK14563:4.40509e-28:[]:[]
NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase	0%	0:No	No		PRK05174:6.653e-133:[]:[]
NP_415475.1 putative ATP-dependent protease YcbZ	0%	0:No	No	PS51786:62.447:[]:[]	LonB:0.0:[]:[]
NP_415476.1 macrodomain Ter protein	0%	0:No	No		PRK05097:3.41776e-104:[]:[]
NP_415478.1 cell division inhibitor SulA	0%	0:No	No		sula:1.58773e-100:[]:[]
NP_415479.1 transcriptional coactivator for CRP	0%	0:No	No		TfoX:2.29319e-44:[]:[]; TfoX_C:7.01917e-34:[]:[]
NP_415482.1 DNA helicase IV	0%	0:No	No	PS51198:39.376:[]:['enzyme']	helD:0.0:[]:[]
NP_415483.2 methylglyoxal synthase	0%	0:No	No	PS51855:21.011:[]:['enzyme']	mgsA:1.97112e-97:[]:[]
NP_415486.4 heat shock protein, hemimethylated DNA-binding protein	0%	0:No	No		PRK14129:3.87157e-79:[]:[]
NP_415487.4 23S rRNA m(5)C1962 methyltransferase	0%	0:No	No	PS50890:13.715:[]:[]	PRK15128:0.0:[]:[]
NP_415488.1 acylphosphatase	0%	0:No	No	PS51160:34.736:[]:['enzyme']	Acylphosphatase superfamily:1.7156e-62:[]:[]
NP_415489.4 sulfur transfer protein TusE	0%	0:No	No		PRK11508:7.86542e-82:[]:[]
NP_415492.1 hydrogenase 1 large subunit	0%	0:No	No		PRK10170:0.0:[]:[]
NP_415495.1 putative HyaA chaperone	0%	0:No	No		PRK11509:6.76463e-96:[]:[]
NP_415496.1 protein HyaF	0%	0:No	No		HupH_C:2.27809e-38:[]:[]
NP_415500.1 periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase	0%	0:No	No		PRK10172:0.0:[]:[]
NP_415502.4 phosphotyrosine-protein phosphatase	0%	0:No	No		etp:8.21147e-108:[]:[]
NP_415508.1 IS1 protein InsB	0%	0:No	No		DDE_Tnp_IS1 superfamily:1.58916e-86:[]:[]
NP_415509.1 CspA family protein CspH	0%	0:No	No	PS51857:25.86:[]:[]	S1_like superfamily:1.37197e-44:[]:[]
NP_415510.1 cold shock protein CspG	0%	0:No	No	PS51857:37.789:[]:[]	PRK09890:1.36589e-47:[]:[]
NP_415511.1 protein YmcE	0%	1:Yes	No		YmcE_antitoxin:3.26854e-48:[]:[]
NP_415515.1 DNA-binding transcriptional dual regulator TorR	0%	0:No	No	PS50110:40.147:[]:['transfer']; PS51755:33.792:[]:[]	PRK10766:3.94997e-138:[]:[]
NP_415516.1 cytochrome c menaquinol dehydrogenase TorC	0%	1:Yes	No	PS51008:10.639:['carrier']:['transfer', 'enzyme']	PRK15032:0.0:[]:[]
NP_415517.1 trimethylamine N-oxide reductase 1	0%	0:No	No	PS51318:9.579:['transport', 'import', 'export']:[]	PRK15102:0.0:[]:[]
NP_415518.1 trimethylamine-N-oxide reductase-specific chaperone	0%	0:No	No		torD:2.79586e-88:[]:[]
